datetime,TDRY,RLH,PRSS,HPRAB
1661814000,17.4,95.0,1011.2,0.2
1661817600,17.4,97.0,1011.1,0.0
1661821200,17.2,96.0,1010.8,0.0
1661824800,17.4,94.0,1010.8,0.9
1661828400,16.8,95.0,1010.4,3.3
1661832000,16.3,98.0,1010.5,0.3
1661835600,16.4,98.0,1010.7,0.0
1661839200,16.6,97.0,1010.8,0.0
1661842800,16.9,93.0,1010.6,0.0
1661846400,17.7,91.0,1011.0,0.0
1661850000,17.4,91.0,1011.4,0.2
1661853600,16.6,95.0,1011.9,0.0
1661857200,17.0,94.0,1012.4,0.0
1661860800,17.4,89.0,1013.0,0.0
1661864400,17.7,84.0,1013.3,0.3
1661868000,16.5,94.0,1013.7,0.1
1661871600,16.3,94.0,1014.1,0.3
1661875200,15.8,94.0,1014.6,0.6
1661878800,14.9,97.0,1015.5,0.0
1661882400,14.6,89.0,1016.3,0.0
1661886000,14.7,83.0,1016.9,0.0
1661889600,14.2,81.0,1017.0,0.0
1661893200,13.5,84.0,1017.4,0.0
1661896800,13.7,80.0,1017.4,0.0
1661900400,12.6,85.0,1017.8,0.0
1661904000,12.8,86.0,1017.9,0.0
1661907600,12.4,87.0,1018.2,0.0
1661911200,12.7,76.0,1018.2,0.0
1661914800,12.4,74.0,1018.5,0.0
1661918400,12.2,73.0,1018.5,0.0
1661922000,13.0,69.0,1018.8,0.0
1661925600,14.4,66.0,1018.9,0.0
1661929200,15.6,62.0,1018.8,0.0
1661932800,14.5,73.0,1019.1,1.4
1661936400,13.7,76.0,1019.3,0.0
1661940000,13.0,91.0,1019.4,0.0
1661943600,15.5,63.0,1019.3,0.0
1661947200,14.8,62.0,1019.3,0.0
1661950800,14.9,64.0,1019.2,0.0
1661954400,13.1,79.0,1019.0,0.0
1661958000,14.8,69.0,1018.9,0.0
1661961600,14.3,67.0,1018.8,0.0
1661965200,14.1,63.0,1018.6,0.0
1661968800,13.9,62.0,1018.3,0.1
1661972400,11.7,83.0,1018.4,1.9
1661976000,10.9,96.0,1018.3,0.2
1661979600,10.2,91.0,1018.4,0.0
1661983200,9.7,91.0,1018.2,0.0
1661986800,10.5,96.0,1018.0,0.1
1661990400,10.0,96.0,1017.8,0.3
1661994000,10.3,95.0,1018.2,0.2
1661997600,10.0,94.0,1017.9,0.0
1662001200,9.9,96.0,1018.0,0.0
1662004800,9.3,97.0,1018.2,0.0
1662008400,10.7,93.0,1018.3,1.4
1662012000,10.1,91.0,1018.3,4.8
1662015600,9.6,96.0,1018.5,4.4
1662019200,9.7,97.0,1018.5,1.4
1662022800,10.1,96.0,1018.7,1.9
1662026400,10.5,93.0,1018.8,1.5
1662030000,11.1,90.0,1019.1,0.3
1662033600,12.8,85.0,1018.8,0.0
1662037200,13.0,62.0,1018.8,0.0
1662040800,13.4,62.0,1019.0,0.0
1662044400,13.7,63.0,1019.1,0.1
1662048000,13.1,64.0,1019.1,0.0
1662051600,12.0,74.0,1019.3,0.0
1662055200,11.3,80.0,1019.6,0.9
1662058800,9.9,92.0,1019.8,0.4
1662062400,9.8,91.0,1020.2,2.0
1662066000,9.6,97.0,1020.1,2.7
1662069600,9.5,96.0,1020.3,0.4
1662073200,9.7,97.0,1020.3,0.0
1662076800,9.6,94.0,1020.2,1.1
1662080400,9.3,94.0,1020.8,0.0
1662084000,8.6,94.0,1020.6,0.0
1662087600,8.9,93.0,1020.4,0.9
1662091200,8.8,96.0,1020.7,1.3
1662094800,8.8,97.0,1021.6,2.9
1662098400,9.2,96.0,1021.2,0.1
1662102000,9.9,94.0,1021.2,0.2
1662105600,11.0,91.0,1021.3,0.0
1662109200,12.4,82.0,1021.3,0.0
1662112800,13.4,76.0,1021.4,0.0
1662116400,13.4,65.0,1021.6,0.0
1662120000,13.4,66.0,1021.6,0.0
1662123600,13.5,69.0,1021.6,0.0
1662127200,14.0,64.0,1021.5,0.0
1662130800,13.6,66.0,1021.6,0.0
1662134400,12.9,66.0,1021.8,0.0
1662138000,12.1,69.0,1021.9,0.0
1662141600,11.2,75.0,1022.1,0.0
1662145200,10.4,79.0,1022.5,0.0
1662148800,10.6,81.0,1022.8,0.0
1662152400,10.6,85.0,1022.9,0.0
1662156000,10.2,88.0,1023.3,0.0
1662159600,9.5,86.0,1023.1,0.0
1662163200,8.7,89.0,1023.3,0.0
1662166800,8.9,89.0,1023.4,0.0
1662170400,8.5,91.0,1023.5,0.0
1662174000,7.7,95.0,1023.6,0.0
1662177600,7.8,94.0,1023.8,0.0
1662181200,9.4,90.0,1023.9,0.0
1662184800,13.7,69.0,1024.0,0.0
1662188400,13.2,68.0,1024.1,0.0
1662192000,14.1,70.0,1024.3,0.0
1662195600,14.6,59.0,1024.4,0.0
1662199200,15.2,58.0,1024.4,0.0
1662202800,14.1,60.0,1024.5,0.0
1662206400,14.3,64.0,1024.5,0.0
1662210000,15.1,54.0,1024.2,0.0
1662213600,15.1,56.0,1024.1,0.0
1662217200,14.0,63.0,1024.0,0.0
1662220800,13.7,64.0,1023.8,0.0
1662224400,13.5,66.0,1023.9,0.0
1662228000,12.8,74.0,1024.3,0.0
1662231600,12.5,78.0,1024.6,0.0
1662235200,11.8,80.0,1024.9,0.0
1662238800,11.0,85.0,1025.1,0.0
1662242400,10.7,85.0,1025.4,0.0
1662246000,10.0,89.0,1025.7,0.0
1662249600,10.6,79.0,1026.0,0.3
1662253200,9.7,90.0,1025.9,0.0
1662256800,9.7,94.0,1025.9,0.0
1662260400,10.2,94.0,1026.3,0.4
1662264000,9.8,94.0,1026.3,0.0
1662267600,10.0,92.0,1026.4,0.0
1662271200,11.6,77.0,1026.5,0.0
1662274800,13.0,76.0,1026.7,0.8
1662278400,10.4,89.0,1027.1,0.0
1662282000,13.0,74.0,1027.1,0.0
1662285600,13.9,67.0,1027.1,0.0
1662289200,15.2,63.0,1026.9,0.0
1662292800,15.6,62.0,1026.8,0.0
1662296400,14.0,74.0,1027.0,0.0
1662300000,14.2,69.0,1026.8,0.0
1662303600,14.1,66.0,1026.8,0.0
1662307200,13.6,68.0,1026.8,0.0
1662310800,12.9,66.0,1027.0,0.0
1662314400,11.9,66.0,1027.5,0.0
1662318000,11.4,70.0,1027.7,0.0
1662321600,11.8,65.0,1028.0,0.0
1662325200,11.3,64.0,1028.4,0.0
1662328800,10.7,66.0,1028.8,0.0
1662332400,9.8,71.0,1029.1,0.0
1662336000,9.0,78.0,1029.1,0.0
1662339600,8.5,80.0,1028.9,0.0
1662343200,8.1,87.0,1028.9,0.0
1662346800,8.4,86.0,1029.2,0.0
1662350400,8.5,86.0,1029.4,0.0
1662354000,9.9,74.0,1029.6,0.0
1662357600,12.5,54.0,1029.8,0.0
1662361200,12.4,51.0,1030.1,0.0
1662364800,12.6,50.0,1030.3,0.0
1662368400,13.1,48.0,1030.0,0.0
1662372000,13.6,54.0,1029.6,0.0
1662375600,14.0,46.0,1029.3,0.0
1662379200,14.2,46.0,1029.2,0.0
1662382800,14.3,50.0,1028.8,0.0
1662386400,13.9,51.0,1028.6,0.0
1662390000,13.5,56.0,1028.3,0.0
1662393600,12.8,60.0,1028.0,0.0
1662397200,12.7,62.0,1027.9,0.0
1662400800,12.1,68.0,1027.8,0.0
1662404400,12.1,61.0,1027.8,0.0
1662408000,11.5,64.0,1027.7,0.0
1662411600,11.5,62.0,1027.7,0.0
1662415200,11.2,62.0,1027.6,0.0
1662418800,10.9,73.0,1027.4,0.0
1662422400,10.5,77.0,1027.3,0.0
1662426000,10.2,76.0,1027.4,0.0
1662429600,9.7,77.0,1027.2,0.0
1662433200,8.8,80.0,1027.2,0.0
1662436800,9.5,77.0,1027.1,0.0
1662440400,10.3,70.0,1027.0,0.0
1662444000,11.3,65.0,1027.0,0.0
1662447600,12.3,56.0,1027.0,0.0
1662451200,13.4,65.0,1026.9,0.0
1662454800,13.5,58.0,1026.4,0.0
1662458400,13.4,65.0,1026.0,0.0
1662462000,13.5,64.0,1025.7,0.0
1662465600,14.3,56.0,1025.4,0.0
1662469200,14.1,58.0,1024.8,0.0
1662472800,14.0,54.0,1024.3,0.0
1662476400,13.8,56.0,1023.8,0.0
1662480000,13.1,62.0,1023.1,0.0
1662483600,12.3,66.0,1022.6,0.0
1662487200,11.9,71.0,1022.3,0.0
1662490800,11.6,71.0,1022.0,0.0
1662494400,11.7,70.0,1021.7,0.0
1662498000,11.0,80.0,1021.5,0.0
1662501600,10.7,83.0,1021.0,0.0
1662505200,10.5,84.0,1020.5,0.0
1662508800,10.3,83.0,1020.2,0.0
1662512400,10.1,83.0,1019.5,0.0
1662516000,10.0,82.0,1018.9,0.0
1662519600,9.9,84.0,1018.3,0.0
1662523200,10.4,88.0,1017.6,0.0
1662526800,11.2,86.0,1017.6,0.0
1662530400,12.8,85.0,1017.5,0.0
1662534000,15.2,64.0,1017.6,0.0
1662537600,15.0,64.0,1017.9,0.0
1662541200,15.4,65.0,1018.2,0.0
1662544800,14.7,65.0,1018.4,0.0
1662548400,14.5,67.0,1018.7,0.0
1662552000,14.6,64.0,1018.7,0.0
1662555600,14.5,64.0,1018.9,0.0
1662559200,14.3,67.0,1019.2,0.0
1662562800,14.1,63.0,1019.1,0.0
1662566400,13.8,62.0,1019.1,0.0
1662570000,13.4,64.0,1019.5,0.0
1662573600,11.6,75.0,1019.9,0.0
1662577200,10.8,77.0,1020.3,0.0
1662580800,9.9,83.0,1020.5,0.0
1662584400,9.7,85.0,1020.9,0.0
1662588000,10.3,82.0,1021.2,0.0
1662591600,9.2,87.0,1021.7,0.0
1662595200,9.0,84.0,1022.0,0.0
1662598800,8.1,87.0,1022.2,0.0
1662602400,8.2,86.0,1022.4,0.0
1662606000,8.2,86.0,1022.6,0.0
1662609600,7.4,87.0,1022.9,0.0
1662613200,7.9,85.0,1023.3,0.0
1662616800,9.8,75.0,1023.7,0.0
1662620400,10.4,72.0,1023.9,0.0
1662624000,11.4,69.0,1024.3,0.0
1662627600,12.9,59.0,1024.4,0.0
1662631200,13.2,55.0,1024.6,0.0
1662634800,13.9,50.0,1024.6,0.0
1662638400,14.1,48.0,1024.3,0.0
1662642000,14.3,47.0,1023.8,0.0
1662645600,14.7,47.0,1023.4,0.0
1662649200,14.7,45.0,1023.4,0.0
1662652800,14.3,46.0,1023.4,0.0
1662656400,13.3,52.0,1023.6,0.0
1662660000,12.1,59.0,1024.0,0.0
1662663600,11.5,60.0,1024.2,0.0
1662667200,10.3,66.0,1024.4,0.0
1662670800,9.2,72.0,1024.8,0.0
1662674400,8.8,72.0,1025.0,0.0
1662678000,8.0,75.0,1024.8,0.0
1662681600,7.3,77.0,1024.6,0.0
1662685200,6.8,79.0,1024.7,0.0
1662688800,6.3,82.0,1024.6,0.0
1662692400,6.0,84.0,1024.5,0.0
1662696000,5.8,84.0,1024.6,0.0
1662699600,6.5,82.0,1024.8,0.0
1662703200,8.8,71.0,1024.8,0.0
1662706800,11.2,61.0,1024.8,0.0
1662710400,12.8,53.0,1024.7,0.0
1662714000,13.4,50.0,1024.5,0.0
1662717600,14.0,47.0,1024.3,0.0
1662721200,14.7,47.0,1023.7,0.0
1662724800,15.1,44.0,1023.4,0.0
1662728400,15.5,43.0,1023.2,0.0
1662732000,15.8,43.0,1022.8,0.0
1662735600,15.9,45.0,1022.4,0.0
1662739200,15.2,47.0,1022.5,0.0
1662742800,13.9,54.0,1022.5,0.0
1662746400,12.7,59.0,1022.7,0.0
1662750000,11.7,64.0,1022.6,0.0
1662753600,10.9,68.0,1022.6,0.0
1662757200,10.0,72.0,1022.7,0.0
1662760800,9.8,72.0,1022.6,0.0
1662764400,9.6,72.0,1022.4,0.0
1662768000,9.5,72.0,1022.3,0.0
1662771600,8.8,75.0,1022.0,0.0
1662775200,8.2,77.0,1021.8,0.0
1662778800,7.4,80.0,1021.5,0.0
1662782400,7.0,82.0,1021.5,0.0
1662786000,7.3,80.0,1021.2,0.0
1662789600,9.6,71.0,1020.9,0.0
1662793200,12.2,63.0,1020.7,0.0
1662796800,12.9,59.0,1020.4,0.0
1662800400,14.8,52.0,1020.1,0.0
1662804000,15.8,50.0,1019.7,0.0
1662807600,16.8,46.0,1019.0,0.0
1662811200,17.4,42.0,1018.6,0.0
1662814800,17.2,43.0,1018.0,0.0
1662818400,17.2,44.0,1017.6,0.0
1662822000,17.0,44.0,1017.4,0.0
1662825600,16.1,46.0,1017.1,0.0
1662829200,15.0,51.0,1017.4,0.0
1662832800,13.6,56.0,1017.2,0.0
1662836400,13.1,56.0,1017.0,0.0
1662840000,11.8,62.0,1017.1,0.0
1662843600,10.8,65.0,1016.9,0.0
1662847200,10.3,66.0,1016.7,0.0
1662850800,9.8,67.0,1016.2,0.0
1662854400,9.6,68.0,1015.6,0.0
1662858000,8.9,70.0,1015.2,0.0
1662861600,8.0,74.0,1014.8,0.0
1662865200,7.5,75.0,1014.5,0.0
1662868800,6.8,78.0,1014.1,0.0
1662872400,7.6,76.0,1013.8,0.0
1662876000,10.6,63.0,1013.5,0.0
1662879600,12.2,57.0,1013.1,0.0
1662883200,14.1,51.0,1012.6,0.0
1662886800,15.0,47.0,1012.0,0.0
1662890400,15.5,46.0,1011.6,0.0
1662894000,15.6,47.0,1011.2,0.0
1662897600,16.5,47.0,1011.2,0.0
1662901200,16.5,46.0,1011.2,0.0
1662904800,13.2,72.0,1011.6,0.0
1662908400,12.8,75.0,1011.9,0.0
1662912000,11.8,82.0,1012.1,0.0
1662915600,11.9,81.0,1012.2,0.0
1662919200,11.7,84.0,1012.2,0.0
1662922800,10.8,87.0,1012.3,0.1
1662926400,10.6,90.0,1012.3,0.1
1662930000,10.4,93.0,1012.3,0.3
1662933600,10.3,95.0,1012.2,0.1
1662937200,10.3,94.0,1012.2,0.0
1662940800,10.2,93.0,1012.3,0.0
1662944400,10.2,94.0,1012.3,0.0
1662948000,10.2,94.0,1012.3,0.0
1662951600,10.3,93.0,1012.3,0.0
1662955200,10.3,92.0,1012.5,0.0
1662958800,10.2,92.0,1012.7,0.0
1662962400,10.3,90.0,1013.0,0.0
1662966000,10.8,88.0,1013.2,0.0
1662969600,10.9,85.0,1013.2,0.0
1662973200,11.3,82.0,1013.3,0.0
1662976800,11.7,81.0,1013.5,0.0
1662980400,12.3,77.0,1013.9,0.0
1662984000,12.8,75.0,1014.2,0.0
1662987600,12.8,77.0,1014.2,0.0
1662991200,12.6,75.0,1014.2,0.0
1662994800,12.6,73.0,1014.3,0.0
1662998400,12.4,75.0,1014.5,0.0
1663002000,12.0,77.0,1014.8,0.0
1663005600,11.7,80.0,1014.8,0.0
1663009200,11.4,82.0,1015.0,0.0
1663012800,10.3,88.0,1014.9,0.0
1663016400,10.6,87.0,1014.7,0.0
1663020000,10.7,87.0,1014.5,0.0
1663023600,10.7,86.0,1014.1,0.0
1663027200,10.5,86.0,1013.7,0.0
1663030800,10.4,85.0,1013.6,0.0
1663034400,10.3,86.0,1013.3,0.0
1663038000,9.9,90.0,1013.0,0.0
1663041600,9.8,93.0,1012.7,0.0
1663045200,10.3,88.0,1012.3,0.0
1663048800,10.4,89.0,1012.1,0.0
1663052400,10.9,78.0,1011.6,0.0
1663056000,12.0,77.0,1011.2,0.0
1663059600,12.1,75.0,1010.9,0.0
1663063200,12.3,75.0,1010.5,0.0
1663066800,13.0,71.0,1009.7,0.0
1663070400,13.5,72.0,1009.1,0.0
1663074000,13.5,74.0,1008.5,0.0
1663077600,13.2,77.0,1007.8,0.0
1663081200,13.2,77.0,1007.1,0.0
1663084800,13.0,78.0,1006.3,0.0
1663088400,12.7,81.0,1006.0,0.0
1663092000,12.5,84.0,1005.8,0.0
1663095600,12.1,84.0,1005.2,0.0
1663099200,12.0,86.0,1004.6,0.0
1663102800,11.8,85.0,1003.7,0.0
1663106400,11.8,85.0,1003.0,0.5
1663110000,11.4,91.0,1002.0,0.1
1663113600,11.3,91.0,1001.3,0.1
1663117200,11.2,93.0,1000.4,0.0
1663120800,11.2,93.0,999.6,0.0
1663124400,11.3,93.0,999.2,0.0
1663128000,11.5,93.0,998.7,0.0
1663131600,11.6,93.0,998.4,0.0
1663135200,11.9,93.0,998.0,0.0
1663138800,12.8,91.0,997.7,0.0
1663142400,13.5,88.0,997.5,0.0
1663146000,14.1,88.0,997.5,0.0
1663149600,14.7,86.0,997.2,0.0
1663153200,15.5,82.0,997.1,0.0
1663156800,16.7,78.0,996.7,0.5
1663160400,16.2,81.0,996.8,0.0
1663164000,16.0,81.0,997.1,0.4
1663167600,15.5,89.0,996.9,0.0
1663171200,15.6,80.0,997.0,0.0
1663174800,15.3,78.0,997.1,0.0
1663178400,14.0,84.0,997.1,0.0
1663182000,14.3,80.0,997.0,0.0
1663185600,13.3,86.0,997.0,0.0
1663189200,12.6,88.0,997.0,0.0
1663192800,12.9,89.0,996.6,0.0
1663196400,13.0,91.0,996.4,0.0
1663200000,13.1,91.0,995.8,0.0
1663203600,13.3,89.0,995.4,0.0
1663207200,13.1,91.0,995.1,0.0
1663210800,13.2,90.0,994.8,0.0
1663214400,13.1,91.0,994.4,0.0
1663218000,13.1,91.0,994.3,0.0
1663221600,13.2,90.0,994.1,0.0
1663225200,14.1,85.0,993.8,0.0
1663228800,14.8,79.0,993.7,0.4
1663232400,14.0,90.0,993.5,0.0
1663236000,13.9,88.0,993.2,0.2
1663239600,13.9,90.0,992.8,0.5
1663243200,14.3,82.0,992.6,0.0
1663246800,15.6,74.0,992.3,0.0
1663250400,15.3,77.0,992.4,0.0
1663254000,14.6,78.0,992.2,0.0
1663257600,14.1,78.0,992.1,0.0
1663261200,13.6,78.0,992.1,0.0
1663264800,12.5,84.0,992.2,0.0
1663268400,11.9,88.0,991.8,0.0
1663272000,11.7,88.0,991.7,0.0
1663275600,11.4,88.0,991.4,0.0
1663279200,10.9,89.0,991.4,0.0
1663282800,10.4,91.0,991.3,0.3
1663286400,10.3,94.0,991.3,0.0
1663290000,10.1,93.0,991.2,0.0
1663293600,10.0,93.0,991.2,0.0
1663297200,10.2,91.0,991.2,0.0
1663300800,10.1,90.0,991.0,0.0
1663304400,10.1,90.0,990.9,0.0
1663308000,11.1,86.0,990.7,0.0
1663311600,12.5,78.0,990.5,0.0
1663315200,13.3,71.0,990.5,0.0
1663318800,14.6,70.0,990.6,0.0
1663322400,15.0,67.0,990.5,0.0
1663326000,15.4,62.0,990.6,0.0
1663329600,15.3,62.0,990.9,0.0
1663333200,15.2,61.0,991.0,1.6
1663336800,12.2,88.0,991.1,0.0
1663340400,12.8,87.0,991.1,0.0
1663344000,12.7,85.0,990.9,0.0
1663347600,12.0,88.0,990.9,0.0
1663351200,11.9,90.0,990.8,0.0
1663354800,11.6,88.0,990.9,0.0
1663358400,11.4,89.0,990.8,0.0
1663362000,11.3,90.0,991.0,0.0
1663365600,11.4,90.0,991.2,0.0
1663369200,11.4,91.0,991.2,0.0
1663372800,11.2,91.0,991.0,0.0
1663376400,11.1,91.0,991.1,0.0
1663380000,10.9,92.0,991.2,0.0
1663383600,10.7,92.0,991.2,0.0
1663387200,10.5,92.0,991.3,0.0
1663390800,10.6,92.0,991.4,0.0
1663394400,11.4,91.0,991.7,0.0
1663398000,12.4,87.0,992.0,0.0
1663401600,13.7,81.0,992.2,0.0
1663405200,14.5,72.0,992.5,0.0
1663408800,15.0,67.0,992.7,0.0
1663412400,15.6,71.0,993.0,0.0
1663416000,15.4,68.0,993.4,0.0
1663419600,14.9,72.0,994.0,1.2
1663423200,12.3,90.0,994.7,0.0
1663426800,12.7,86.0,995.0,0.0
1663430400,12.2,88.0,995.2,0.0
1663434000,12.1,91.0,995.8,1.6
1663437600,11.8,97.0,996.3,0.2
1663441200,11.5,96.0,996.7,0.0
1663444800,11.7,94.0,996.9,0.0
1663448400,11.5,95.0,997.1,0.0
1663452000,11.6,94.0,997.2,0.0
1663455600,11.0,96.0,997.3,0.0
1663459200,10.7,96.0,997.9,0.0
1663462800,10.4,96.0,997.8,0.0
1663466400,9.9,97.0,998.2,0.0
1663470000,9.7,97.0,998.2,0.0
1663473600,9.4,96.0,998.3,0.0
1663477200,9.1,96.0,998.6,0.0
1663480800,10.0,93.0,999.0,0.0
1663484400,10.7,90.0,999.4,0.0
1663488000,12.7,86.0,999.3,0.0
1663491600,14.5,77.0,999.5,0.0
1663495200,14.2,82.0,999.7,0.6
1663498800,12.7,93.0,999.8,0.0
1663502400,14.4,82.0,999.7,0.0
1663506000,15.1,76.0,999.8,0.0
1663509600,14.8,72.0,999.9,0.0
1663513200,14.2,77.0,999.9,0.0
1663516800,13.6,82.0,999.9,0.0
1663520400,12.5,88.0,1000.1,0.0
1663524000,11.4,93.0,1000.1,0.0
1663527600,10.9,95.0,999.9,0.0
1663531200,10.8,96.0,999.8,0.0
1663534800,10.2,97.0,999.3,0.0
1663538400,10.1,97.0,998.9,0.0
1663542000,10.1,98.0,998.7,0.0
1663545600,10.3,98.0,998.5,0.2
1663549200,11.3,96.0,998.2,0.1
1663552800,11.1,93.0,997.9,0.0
1663556400,10.6,90.0,997.9,0.0
1663560000,10.9,88.0,998.0,0.0
1663563600,11.7,83.0,997.7,0.0
1663567200,13.0,78.0,997.3,0.0
1663570800,12.9,83.0,997.6,3.2
1663574400,11.6,98.0,997.8,0.4
1663578000,13.1,90.0,998.0,0.0
1663581600,12.5,88.0,998.4,0.0
1663585200,13.7,84.0,998.6,0.0
1663588800,14.4,75.0,998.8,0.0
1663592400,14.7,73.0,999.1,0.2
1663596000,12.3,85.0,999.8,0.0
1663599600,13.5,82.0,1000.0,0.0
1663603200,12.6,81.0,1000.5,0.0
1663606800,12.2,77.0,1001.0,0.0
1663610400,12.5,81.0,1001.5,0.0
1663614000,12.6,80.0,1001.9,0.0
1663617600,11.7,87.0,1002.2,1.0
1663621200,11.8,92.0,1002.6,4.0
1663624800,11.0,98.0,1002.9,1.9
1663628400,11.4,98.0,1003.5,1.7
1663632000,11.0,97.0,1004.0,0.0
1663635600,10.2,98.0,1004.4,0.0
1663639200,9.7,98.0,1004.7,0.0
1663642800,9.8,98.0,1005.3,0.3
1663646400,10.1,98.0,1005.7,0.4
1663650000,10.2,98.0,1006.2,0.8
1663653600,11.4,99.0,1007.1,2.6
1663657200,11.3,99.0,1007.8,0.9
1663660800,11.9,99.0,1008.2,0.0
1663664400,14.5,78.0,1008.7,0.0
1663668000,14.0,82.0,1009.4,0.0
1663671600,13.6,81.0,1009.9,0.0
1663675200,14.3,76.0,1010.6,0.0
1663678800,14.3,72.0,1011.2,0.0
1663682400,13.8,73.0,1011.8,0.0
1663686000,13.4,78.0,1012.3,0.0
1663689600,12.5,81.0,1012.9,0.0
1663693200,11.3,85.0,1013.5,0.0
1663696800,10.6,88.0,1014.0,0.0
1663700400,10.3,90.0,1014.6,0.0
1663704000,10.0,91.0,1015.1,0.0
1663707600,10.7,86.0,1015.5,0.0
1663711200,10.6,88.0,1015.8,0.0
1663714800,10.7,89.0,1016.3,0.0
1663718400,10.5,90.0,1016.6,0.0
1663722000,10.4,90.0,1016.8,0.0
1663725600,10.1,93.0,1017.1,0.5
1663729200,9.7,98.0,1017.7,0.0
1663732800,9.6,97.0,1018.0,0.0
1663736400,9.9,96.0,1018.4,0.0
1663740000,10.0,94.0,1018.8,0.0
1663743600,10.5,90.0,1019.2,0.0
1663747200,12.5,79.0,1019.5,0.0
1663750800,13.1,75.0,1019.6,0.0
1663754400,13.1,74.0,1019.7,0.0
1663758000,13.5,78.0,1019.7,0.0
1663761600,13.5,73.0,1020.0,0.0
1663765200,14.4,65.0,1020.1,0.0
1663768800,13.4,70.0,1020.0,0.0
1663772400,12.7,73.0,1020.2,0.0
1663776000,11.8,79.0,1020.5,0.0
1663779600,10.9,86.0,1021.1,0.0
1663783200,11.7,81.0,1021.5,0.0
1663786800,11.5,80.0,1021.6,0.0
1663790400,11.6,80.0,1021.8,0.0
1663794000,11.3,82.0,1021.9,0.0
1663797600,10.8,86.0,1022.0,0.0
1663801200,10.5,88.0,1021.9,0.0
1663804800,10.4,89.0,1021.9,0.0
1663808400,10.5,88.0,1021.7,0.0
1663812000,10.3,89.0,1021.6,0.0
1663815600,10.1,91.0,1021.7,0.0
1663819200,10.1,91.0,1021.8,0.0
1663822800,9.8,92.0,1021.8,0.0
1663826400,11.0,88.0,1021.8,0.0
1663830000,12.3,73.0,1021.9,0.0
1663833600,13.5,56.0,1022.0,0.0
1663837200,13.3,58.0,1021.9,0.0
1663840800,13.2,67.0,1021.7,0.0
1663844400,13.0,64.0,1021.4,0.0
1663848000,13.3,67.0,1021.0,0.0
1663851600,13.0,68.0,1020.7,0.0
1663855200,12.9,69.0,1020.4,0.3
1663858800,10.7,87.0,1020.3,0.3
1663862400,11.2,85.0,1020.5,0.7
1663866000,10.1,94.0,1020.5,0.0
1663869600,9.8,96.0,1020.3,0.0
1663873200,10.5,82.0,1020.5,0.0
1663876800,9.9,89.0,1020.3,0.0
1663880400,10.0,87.0,1020.0,0.0
1663884000,9.1,90.0,1019.8,0.0
1663887600,8.5,93.0,1019.7,0.0
1663891200,8.3,93.0,1019.3,0.0
1663894800,8.2,94.0,1019.2,0.0
1663898400,8.5,91.0,1019.2,0.0
1663902000,8.5,93.0,1019.0,0.0
1663905600,8.6,93.0,1018.9,0.0
1663909200,8.6,94.0,1018.7,0.0
1663912800,9.5,89.0,1018.8,0.0
1663916400,10.4,84.0,1018.9,0.0
1663920000,12.7,69.0,1018.7,0.0
1663923600,12.4,65.0,1018.6,0.0
1663927200,12.5,68.0,1018.1,0.0
1663930800,12.6,66.0,1017.8,0.0
1663934400,13.9,59.0,1017.5,0.0
1663938000,13.7,60.0,1017.4,0.0
1663941600,12.9,61.0,1017.4,0.0
1663945200,12.6,63.0,1017.2,0.0
1663948800,12.0,66.0,1017.1,0.0
1663952400,11.5,72.0,1017.0,0.0
1663956000,11.5,73.0,1016.9,0.0
1663959600,10.9,78.0,1016.9,0.0
1663963200,11.3,73.0,1016.9,0.0
1663966800,10.8,75.0,1016.8,0.0
1663970400,10.6,77.0,1016.9,0.0
1663974000,10.2,79.0,1016.9,0.0
1663977600,9.9,82.0,1016.7,0.0
1663981200,9.6,81.0,1016.3,0.0
1663984800,8.4,87.0,1016.2,0.0
1663988400,7.4,90.0,1016.1,0.0
1663992000,7.1,90.0,1016.0,0.0
1663995600,6.7,91.0,1015.9,0.0
1663999200,9.3,78.0,1015.9,0.0
1664002800,11.4,68.0,1016.0,0.0
1664006400,11.8,68.0,1016.0,0.0
1664010000,12.8,60.0,1016.1,0.0
1664013600,13.3,56.0,1015.9,0.0
1664017200,13.8,54.0,1015.6,0.0
1664020800,13.2,55.0,1015.6,0.0
1664024400,13.0,60.0,1015.5,0.0
1664028000,12.8,63.0,1015.0,0.0
1664031600,12.4,65.0,1014.8,0.0
1664035200,11.3,72.0,1014.7,0.0
1664038800,10.0,81.0,1014.8,0.0
1664042400,9.2,88.0,1014.7,0.0
1664046000,8.8,92.0,1014.7,0.0
1664049600,8.4,96.0,1014.7,0.0
1664053200,8.1,96.0,1014.6,0.0
1664056800,7.9,96.0,1014.4,0.0
1664060400,7.5,96.0,1014.5,0.0
1664064000,7.1,96.0,1014.3,0.0
1664067600,6.8,96.0,1014.0,0.0
1664071200,7.2,98.0,1013.9,0.0
1664074800,8.0,97.0,1013.5,0.0
1664078400,7.7,97.0,1013.3,0.0
1664082000,8.2,99.0,1013.3,0.0
1664085600,8.9,95.0,1013.2,0.0
1664089200,9.6,92.0,1013.0,0.0
1664092800,12.7,76.0,1013.0,0.0
1664096400,13.6,64.0,1012.6,0.0
1664100000,13.4,65.0,1012.3,0.0
1664103600,13.1,66.0,1011.8,0.0
1664107200,14.1,67.0,1011.3,0.0
1664110800,13.9,57.0,1011.0,0.0
1664114400,13.3,57.0,1010.7,0.0
1664118000,12.8,66.0,1010.3,0.0
