datetime,TDRY,RLH,PRSS,HPRAB
1646697600,0.6,67.0,1021.7,0.0
1646701200,0.5,67.0,1021.7,0.0
1646704800,0.2,67.0,1021.8,0.0
1646708400,-0.1,67.0,1022.0,0.0
1646712000,-0.5,70.0,1022.3,0.0
1646715600,-0.7,70.0,1022.4,0.0
1646719200,-0.9,68.0,1022.5,0.0
1646722800,-0.9,67.0,1022.7,0.0
1646726400,-0.9,65.0,1022.7,0.0
1646730000,-0.5,64.0,1022.6,0.0
1646733600,0.2,65.0,1022.4,0.0
1646737200,0.5,63.0,1022.2,0.0
1646740800,0.9,67.0,1021.7,0.0
1646744400,1.1,72.0,1021.3,0.0
1646748000,0.4,85.0,1020.9,0.1
1646751600,0.1,91.0,1020.6,0.3
1646755200,0.0,94.0,1020.9,0.3
1646758800,-0.4,95.0,1021.0,0.1
1646762400,-0.4,93.0,1020.8,0.0
1646766000,-0.4,92.0,1020.9,0.1
1646769600,-0.3,93.0,1020.9,0.1
1646773200,-0.8,93.0,1021.0,0.1
1646776800,-1.2,93.0,1021.1,0.4
1646780400,-1.3,94.0,1021.4,0.2
1646784000,-1.6,93.0,1021.7,0.1
1646787600,-1.7,92.0,1021.9,0.0
1646791200,-1.7,92.0,1022.4,0.0
1646794800,-1.8,90.0,1022.6,0.0
1646798400,-1.9,90.0,1023.1,0.0
1646802000,-2.0,88.0,1024.1,0.0
1646805600,-2.0,87.0,1025.2,0.0
1646809200,-1.6,84.0,1025.8,0.0
1646812800,-0.9,78.0,1026.5,0.0
1646816400,0.0,70.0,1027.2,0.0
1646820000,0.8,64.0,1027.6,0.0
1646823600,1.1,59.0,1028.1,0.0
1646827200,1.6,54.0,1028.8,0.0
1646830800,2.0,50.0,1029.1,0.0
1646834400,2.3,45.0,1029.6,0.0
1646838000,2.0,35.0,1030.3,0.0
1646841600,1.1,34.0,1031.0,0.0
1646845200,0.5,37.0,1032.0,0.0
1646848800,-0.6,39.0,1033.3,0.0
1646852400,-1.2,38.0,1034.2,0.0
1646856000,-1.9,40.0,1034.9,0.0
1646859600,-2.8,40.0,1035.5,0.0
1646863200,-3.7,39.0,1036.2,0.0
1646866800,-4.2,39.0,1036.7,0.0
1646870400,-4.8,42.0,1037.4,0.0
1646874000,-5.2,43.0,1038.2,0.0
1646877600,-5.6,45.0,1038.7,0.0
1646881200,-5.8,46.0,1039.1,0.0
1646884800,-6.4,50.0,1039.6,0.0
1646888400,-7.1,51.0,1040.2,0.0
1646892000,-6.9,53.0,1040.7,0.0
1646895600,-5.0,46.0,1040.9,0.0
1646899200,-3.6,43.0,1041.0,0.0
1646902800,-2.2,41.0,1041.2,0.0
1646906400,-1.1,39.0,1041.2,0.0
1646910000,-0.3,33.0,1041.0,0.0
1646913600,0.5,29.0,1040.8,0.0
1646917200,0.8,29.0,1040.7,0.0
1646920800,1.1,31.0,1040.6,0.0
1646924400,0.9,27.0,1040.1,0.0
1646928000,0.1,33.0,1040.0,0.0
1646931600,-0.7,37.0,1040.2,0.0
1646935200,-1.4,39.0,1039.9,0.0
1646938800,-1.8,42.0,1040.0,0.0
1646942400,-2.1,43.0,1039.6,0.0
1646946000,-2.2,43.0,1039.1,0.0
1646949600,-3.1,48.0,1038.8,0.0
1646953200,-3.5,50.0,1038.7,0.0
1646956800,-3.7,52.0,1038.7,0.0
1646960400,-3.9,53.0,1038.8,0.0
1646964000,-4.5,57.0,1038.4,0.0
1646967600,-4.7,58.0,1038.4,0.0
1646971200,-5.3,61.0,1038.2,0.0
1646974800,-5.4,62.0,1038.0,0.0
1646978400,-4.8,61.0,1037.9,0.0
1646982000,-3.3,56.0,1037.9,0.0
1646985600,-1.0,54.0,1037.7,0.0
1646989200,0.5,54.0,1037.2,0.0
1646992800,1.9,51.0,1036.7,0.0
1646996400,3.7,47.0,1036.0,0.0
1647000000,4.7,39.0,1035.3,0.0
1647003600,5.6,35.0,1034.7,0.0
1647007200,5.2,40.0,1034.5,0.0
1647010800,5.0,43.0,1033.8,0.0
1647014400,4.1,50.0,1033.2,0.0
1647018000,3.3,53.0,1032.7,0.0
1647021600,2.4,50.0,1032.5,0.0
1647025200,1.4,52.0,1032.2,0.0
1647028800,0.4,57.0,1032.3,0.0
1647032400,-0.1,60.0,1032.0,0.0
1647036000,-0.2,60.0,1031.7,0.0
1647039600,-0.4,64.0,1031.5,0.0
1647043200,-0.4,66.0,1031.3,0.0
1647046800,-0.2,69.0,1030.6,0.0
1647050400,0.2,71.0,1030.5,0.0
1647054000,0.4,72.0,1030.3,0.0
1647057600,0.4,77.0,1030.0,0.0
1647061200,0.4,82.0,1030.0,0.0
1647064800,0.9,84.0,1029.9,0.0
1647068400,1.8,79.0,1029.9,0.0
1647072000,2.4,77.0,1030.0,0.0
1647075600,3.8,71.0,1030.0,0.0
1647079200,4.4,68.0,1030.0,0.0
1647082800,4.7,65.0,1029.8,0.0
1647086400,5.4,59.0,1029.6,0.0
1647090000,5.6,56.0,1029.5,0.0
1647093600,5.1,54.0,1029.3,0.0
1647097200,5.0,53.0,1029.0,0.0
1647100800,3.7,62.0,1028.8,0.0
1647104400,2.5,69.0,1028.8,0.0
1647108000,1.7,75.0,1028.8,0.0
1647111600,0.8,80.0,1029.1,0.0
1647115200,0.2,86.0,1029.2,0.0
1647118800,-0.2,90.0,1029.4,0.0
1647122400,-0.3,92.0,1029.4,0.0
1647126000,-0.5,93.0,1029.4,0.0
1647129600,-0.7,90.0,1029.7,0.0
1647133200,-1.1,91.0,1029.6,0.0
1647136800,-1.5,92.0,1029.7,0.0
1647140400,-1.5,92.0,1029.5,0.0
1647144000,-1.4,91.0,1029.7,0.0
1647147600,-1.8,92.0,1029.8,0.0
1647151200,-1.2,90.0,1030.3,0.0
1647154800,0.1,79.0,1030.5,0.0
1647158400,2.3,74.0,1030.7,0.0
1647162000,4.0,67.0,1031.0,0.0
1647165600,5.9,52.0,1030.9,0.0
1647169200,6.9,44.0,1031.0,0.0
1647172800,7.9,40.0,1030.7,0.0
1647176400,8.8,34.0,1030.5,0.0
1647180000,9.1,31.0,1030.5,0.0
1647183600,7.4,31.0,1030.5,0.0
1647187200,5.8,36.0,1030.5,0.0
1647190800,3.8,39.0,1030.6,0.0
1647194400,2.4,42.0,1030.9,0.0
1647198000,1.8,50.0,1031.1,0.0
1647201600,0.5,62.0,1031.4,0.0
1647205200,-0.2,74.0,1031.6,0.0
1647208800,-0.7,74.0,1031.7,0.0
1647212400,-1.2,81.0,1032.0,0.0
1647216000,-0.9,84.0,1032.1,0.0
1647219600,-1.5,84.0,1032.2,0.0
1647223200,-1.7,84.0,1032.3,0.0
1647226800,-1.7,81.0,1032.5,0.0
1647230400,-2.5,85.0,1032.8,0.0
1647234000,-2.5,87.0,1033.1,0.0
1647237600,-1.5,74.0,1033.2,0.0
1647241200,1.3,61.0,1033.5,0.0
1647244800,4.6,47.0,1033.6,0.0
1647248400,6.7,40.0,1033.8,0.0
1647252000,8.8,31.0,1033.9,0.0
1647255600,9.3,20.0,1033.8,0.0
1647259200,9.5,21.0,1033.4,0.0
1647262800,10.0,21.0,1032.8,0.0
1647266400,10.0,21.0,1032.5,0.0
1647270000,9.5,23.0,1032.1,0.0
1647273600,8.0,26.0,1032.1,0.0
1647277200,5.4,34.0,1032.2,0.0
1647280800,4.5,37.0,1032.4,0.0
1647284400,2.3,51.0,1032.5,0.0
1647288000,1.5,55.0,1032.7,0.0
1647291600,0.8,65.0,1032.9,0.0
1647295200,0.6,69.0,1033.0,0.0
1647298800,0.3,66.0,1032.8,0.0
1647302400,0.1,68.0,1032.6,0.0
1647306000,-0.3,74.0,1032.3,0.0
1647309600,-0.7,79.0,1031.9,0.0
1647313200,-1.0,82.0,1031.9,0.0
1647316800,-1.0,81.0,1031.8,0.0
1647320400,-1.1,82.0,1031.7,0.0
1647324000,0.0,76.0,1031.5,0.0
1647327600,3.6,62.0,1031.4,0.0
1647331200,4.8,56.0,1031.4,0.0
1647334800,7.1,52.0,1031.2,0.0
1647338400,8.3,47.0,1031.0,0.0
1647342000,8.9,42.0,1030.6,0.0
1647345600,9.7,37.0,1029.9,0.0
1647349200,10.4,33.0,1029.3,0.0
1647352800,11.0,30.0,1028.7,0.0
1647356400,10.6,31.0,1028.3,0.0
1647360000,9.6,33.0,1028.4,0.0
1647363600,6.9,44.0,1028.4,0.0
1647367200,5.3,47.0,1028.3,0.0
1647370800,5.5,46.0,1028.2,0.0
1647374400,3.8,52.0,1028.3,0.0
1647378000,4.1,43.0,1028.4,0.0
1647381600,3.6,43.0,1028.3,0.0
1647385200,2.8,45.0,1028.4,0.0
1647388800,2.3,50.0,1028.5,0.0
1647392400,1.8,55.0,1028.5,0.0
1647396000,1.3,59.0,1028.7,0.0
1647399600,0.9,61.0,1029.0,0.0
1647403200,0.3,66.0,1029.2,0.0
1647406800,0.0,67.0,1029.8,0.0
1647410400,0.8,66.0,1030.3,0.0
1647414000,2.8,60.0,1030.7,0.0
1647417600,4.5,55.0,1031.6,0.0
1647421200,7.1,49.0,1031.8,0.0
1647424800,8.6,42.0,1032.2,0.0
1647428400,10.3,36.0,1032.7,0.0
1647432000,11.3,32.0,1032.7,0.0
1647435600,11.2,30.0,1032.7,0.0
1647439200,11.1,31.0,1033.1,0.0
1647442800,11.0,32.0,1033.3,0.0
1647446400,10.1,35.0,1033.8,0.0
1647450000,8.6,38.0,1034.4,0.0
1647453600,7.4,41.0,1034.9,0.0
1647457200,6.1,44.0,1035.3,0.0
1647460800,5.6,45.0,1036.0,0.0
1647464400,4.4,49.0,1036.6,0.0
1647468000,3.5,53.0,1037.0,0.0
1647471600,3.1,54.0,1037.4,0.0
1647475200,2.5,58.0,1037.9,0.0
1647478800,1.7,60.0,1038.2,0.0
1647482400,1.3,60.0,1038.4,0.0
1647486000,0.9,59.0,1038.9,0.0
1647489600,0.1,62.0,1039.5,0.0
1647493200,-0.5,63.0,1039.9,0.0
1647496800,0.3,56.0,1040.2,0.0
1647500400,2.3,47.0,1040.4,0.0
1647504000,4.1,42.0,1040.7,0.0
1647507600,5.8,33.0,1040.8,0.0
1647511200,6.3,30.0,1040.8,0.0
1647514800,6.7,28.0,1040.6,0.0
1647518400,7.2,24.0,1040.6,0.0
1647522000,7.6,26.0,1040.2,0.0
1647525600,7.7,24.0,1040.0,0.0
1647529200,7.2,29.0,1039.9,0.0
1647532800,6.5,29.0,1039.9,0.0
1647536400,5.2,34.0,1040.1,0.0
1647540000,4.3,38.0,1040.1,0.0
1647543600,3.8,39.0,1040.6,0.0
1647547200,2.9,40.0,1040.9,0.0
1647550800,2.5,42.0,1041.3,0.0
1647554400,1.8,43.0,1041.5,0.0
1647558000,1.4,47.0,1041.7,0.0
1647561600,0.8,48.0,1041.9,0.0
1647565200,0.2,51.0,1041.6,0.0
1647568800,-0.1,52.0,1041.7,0.0
1647572400,-0.2,53.0,1041.9,0.0
1647576000,-0.6,55.0,1041.8,0.0
1647579600,-0.7,56.0,1042.3,0.0
1647583200,0.1,53.0,1042.3,0.0
1647586800,2.2,47.0,1042.6,0.0
1647590400,4.4,42.0,1042.6,0.0
1647594000,5.8,36.0,1042.7,0.0
1647597600,7.2,35.0,1042.6,0.0
1647601200,8.0,28.0,1042.1,0.0
1647604800,8.3,33.0,1042.1,0.0
1647608400,8.5,34.0,1041.9,0.0
1647612000,8.6,31.0,1041.5,0.0
1647615600,8.7,31.0,1041.3,0.0
1647619200,7.9,32.0,1041.1,0.0
1647622800,6.3,39.0,1041.4,0.0
1647626400,6.0,40.0,1041.5,0.0
1647630000,5.7,41.0,1041.9,0.0
1647633600,5.1,43.0,1042.0,0.0
1647637200,4.5,46.0,1042.3,0.0
1647640800,4.1,50.0,1042.4,0.0
1647644400,3.5,50.0,1042.8,0.0
1647648000,2.1,58.0,1043.2,0.0
1647651600,1.4,62.0,1043.6,0.0
1647655200,0.8,64.0,1043.8,0.0
1647658800,1.6,67.0,1044.2,0.0
1647662400,2.2,68.0,1044.6,0.0
1647666000,2.1,73.0,1045.5,0.0
1647669600,2.6,80.0,1046.1,0.0
1647673200,3.0,88.0,1046.6,0.0
1647676800,3.2,90.0,1047.1,0.0
1647680400,3.0,93.0,1047.6,0.0
1647684000,3.1,92.0,1047.9,0.0
1647687600,3.3,90.0,1048.3,0.0
1647691200,3.1,92.0,1048.3,0.0
1647694800,2.6,92.0,1048.3,0.0
1647698400,2.1,94.0,1048.1,0.0
1647702000,1.7,95.0,1047.8,0.0
1647705600,1.0,98.0,1047.7,0.0
1647709200,0.8,98.0,1047.7,0.0
1647712800,0.2,99.0,1048.0,0.0
1647716400,-0.3,100.0,1048.3,0.0
1647720000,-0.7,100.0,1048.3,0.0
1647723600,-0.9,100.0,1048.5,0.0
1647727200,-1.2,100.0,1048.4,0.0
1647730800,-1.2,100.0,1048.1,0.0
1647734400,-1.5,100.0,1048.1,0.0
1647738000,-2.2,100.0,1048.0,0.0
1647741600,-2.4,99.0,1047.9,0.0
1647745200,-2.6,99.0,1047.7,0.0
1647748800,-3.1,98.0,1047.3,0.0
1647752400,-3.0,99.0,1047.6,0.0
1647756000,-2.6,99.0,1047.7,0.0
1647759600,-1.4,98.0,1047.9,0.0
1647763200,1.3,92.0,1047.6,0.0
1647766800,5.8,76.0,1047.5,0.0
1647770400,8.8,58.0,1047.2,0.0
1647774000,9.1,52.0,1047.1,0.0
1647777600,9.5,34.0,1046.6,0.0
1647781200,10.0,29.0,1045.9,0.0
1647784800,10.9,32.0,1045.2,0.0
1647788400,10.5,32.0,1044.6,0.0
1647792000,7.5,49.0,1044.0,0.0
1647795600,6.0,52.0,1044.1,0.0
1647799200,4.5,58.0,1044.1,0.0
1647802800,3.4,64.0,1044.0,0.0
1647806400,2.8,67.0,1044.0,0.0
1647810000,2.2,72.0,1044.1,0.0
1647813600,2.2,73.0,1043.8,0.0
1647817200,2.0,74.0,1043.8,0.0
1647820800,1.5,77.0,1043.6,0.0
1647824400,1.4,77.0,1043.3,0.0
1647828000,0.9,80.0,1043.2,0.0
1647831600,0.5,85.0,1043.0,0.0
1647835200,0.0,88.0,1043.0,0.0
1647838800,-0.1,91.0,1043.1,0.0
1647842400,1.5,85.0,1043.3,0.0
1647846000,4.5,68.0,1043.3,0.0
1647849600,5.8,62.0,1043.5,0.0
1647853200,7.9,56.0,1043.4,0.0
1647856800,8.3,46.0,1043.2,0.0
1647860400,9.3,38.0,1043.0,0.0
1647864000,9.1,41.0,1042.8,0.0
1647867600,9.3,43.0,1042.4,0.0
1647871200,8.1,44.0,1042.1,0.0
1647874800,8.8,42.0,1041.5,0.0
1647878400,7.2,48.0,1041.0,0.0
1647882000,5.7,57.0,1040.6,0.0
1647885600,4.0,67.0,1040.3,0.0
1647889200,2.8,74.0,1040.3,0.0
1647892800,1.8,79.0,1040.3,0.0
1647896400,1.3,81.0,1040.3,0.0
1647900000,0.8,88.0,1040.2,0.0
1647903600,0.6,94.0,1040.4,0.0
1647907200,-0.1,96.0,1040.5,0.0
1647910800,0.1,95.0,1040.2,0.0
1647914400,-0.5,97.0,1039.9,0.0
1647918000,-0.6,95.0,1039.7,0.0
1647921600,-0.4,88.0,1039.5,0.0
1647925200,-0.2,88.0,1039.5,0.0
1647928800,1.1,83.0,1039.3,0.0
1647932400,4.3,69.0,1039.2,0.0
1647936000,7.1,54.0,1038.9,0.0
1647939600,9.4,42.0,1038.6,0.0
1647943200,10.9,41.0,1038.2,0.0
1647946800,13.1,36.0,1037.5,0.0
1647950400,13.0,32.0,1036.8,0.0
1647954000,14.2,28.0,1036.2,0.0
1647957600,14.1,30.0,1035.5,0.0
1647961200,14.1,31.0,1034.9,0.0
1647964800,13.4,33.0,1034.2,0.0
1647968400,10.9,39.0,1033.8,0.0
1647972000,9.8,44.0,1033.5,0.0
1647975600,9.6,43.0,1033.6,0.0
1647979200,7.5,47.0,1033.4,0.0
1647982800,5.9,51.0,1033.1,0.0
1647986400,4.3,59.0,1032.6,0.0
1647990000,3.6,63.0,1031.9,0.0
1647993600,2.6,67.0,1031.3,0.0
1647997200,2.0,71.0,1030.5,0.0
1648000800,2.1,65.0,1030.1,0.0
1648004400,2.0,64.0,1029.5,0.0
1648008000,1.7,63.0,1028.9,0.0
1648011600,1.6,65.0,1028.2,0.0
1648015200,2.5,59.0,1028.4,0.0
1648018800,4.3,54.0,1027.9,0.0
1648022400,7.6,55.0,1027.8,0.0
1648026000,8.4,54.0,1027.5,0.0
1648029600,9.3,49.0,1027.1,0.0
1648033200,10.0,44.0,1026.4,0.0
1648036800,9.3,44.0,1025.8,0.0
1648040400,5.7,70.0,1026.0,0.0
1648044000,6.2,68.0,1025.7,0.0
1648047600,5.7,66.0,1025.6,0.0
1648051200,3.9,76.0,1025.7,0.0
1648054800,3.1,87.0,1025.9,0.0
1648058400,2.9,90.0,1025.7,0.0
1648062000,3.0,90.0,1025.6,0.0
1648065600,2.9,89.0,1025.6,0.0
1648069200,3.1,88.0,1025.5,0.0
1648072800,2.9,88.0,1025.3,0.0
1648076400,2.1,91.0,1025.0,0.0
1648080000,2.2,91.0,1025.0,0.0
1648083600,2.5,90.0,1024.6,0.0
1648087200,2.5,90.0,1024.5,0.0
1648090800,2.2,92.0,1024.6,0.0
1648094400,2.3,91.0,1024.7,0.0
1648098000,2.2,91.0,1024.8,0.0
1648101600,2.4,92.0,1024.9,0.0
1648105200,2.6,90.0,1025.1,0.0
1648108800,5.2,76.0,1025.1,0.0
1648112400,7.2,70.0,1025.0,0.0
1648116000,8.8,57.0,1024.8,0.0
1648119600,10.4,49.0,1024.8,0.0
1648123200,11.5,44.0,1024.4,0.0
1648126800,12.9,41.0,1023.9,0.0
1648130400,12.9,43.0,1023.5,0.0
1648134000,12.6,43.0,1023.1,0.0
1648137600,11.7,47.0,1022.9,0.0
1648141200,9.6,53.0,1022.6,0.0
1648144800,8.2,61.0,1022.7,0.0
1648148400,6.7,66.0,1023.0,0.0
1648152000,5.5,70.0,1023.3,0.0
1648155600,4.7,71.0,1023.2,0.0
1648159200,4.0,75.0,1022.8,0.0
1648162800,4.2,69.0,1022.6,0.0
1648166400,3.5,70.0,1022.2,0.0
1648170000,2.9,69.0,1021.7,0.0
1648173600,2.6,69.0,1021.4,0.0
1648177200,1.9,72.0,1021.3,0.0
1648180800,1.6,75.0,1021.0,0.0
1648184400,1.3,77.0,1020.7,0.0
1648188000,2.3,75.0,1020.5,0.0
1648191600,4.6,69.0,1020.4,0.0
1648195200,8.4,59.0,1020.3,0.0
1648198800,12.5,50.0,1019.5,0.0
1648202400,14.4,42.0,1019.0,0.0
1648206000,14.7,41.0,1018.5,0.0
1648209600,14.8,42.0,1017.7,0.0
1648213200,14.7,46.0,1017.4,0.0
1648216800,14.0,48.0,1016.1,0.0
1648220400,14.1,44.0,1015.0,0.0
1648224000,13.7,42.0,1014.6,0.0
1648227600,12.3,46.0,1014.6,0.0
1648231200,11.0,50.0,1014.1,0.0
1648234800,9.9,54.0,1013.3,0.0
1648238400,9.4,56.0,1012.5,0.0
1648242000,8.8,61.0,1011.2,0.0
1648245600,7.7,65.0,1010.1,0.0
1648249200,7.5,67.0,1009.1,0.0
1648252800,7.5,69.0,1008.1,0.0
1648256400,7.6,69.0,1007.5,0.0
1648260000,7.8,68.0,1007.1,0.0
1648263600,6.5,67.0,1007.9,0.0
1648267200,5.1,67.0,1008.0,0.0
1648270800,4.8,63.0,1008.4,0.0
1648274400,6.0,53.0,1008.4,0.0
1648278000,6.2,55.0,1008.9,0.0
1648281600,6.2,56.0,1009.5,0.0
1648285200,5.7,57.0,1010.0,0.0
1648288800,6.1,55.0,1010.6,0.0
1648292400,5.3,57.0,1011.1,0.0
1648296000,5.9,57.0,1011.5,0.0
1648299600,5.0,62.0,1012.0,0.0
1648303200,4.8,61.0,1012.9,0.0
1648306800,2.7,61.0,1014.2,0.0
1648310400,2.2,65.0,1015.5,0.0
1648314000,1.5,73.0,1016.7,0.0
1648317600,1.5,68.0,1017.7,0.1
1648321200,1.3,65.0,1018.8,0.0
1648324800,1.3,51.0,1020.1,0.0
1648328400,0.9,60.0,1021.0,0.0
1648332000,0.5,51.0,1022.0,0.0
1648335600,0.2,47.0,1022.8,0.0
1648339200,-0.1,55.0,1023.3,0.0
1648342800,0.0,60.0,1023.7,0.0
1648346400,-0.2,53.0,1024.5,0.0
1648350000,-0.6,53.0,1025.3,0.0
1648353600,-0.7,49.0,1025.8,0.0
1648357200,-0.1,50.0,1026.3,0.0
1648360800,0.3,55.0,1026.4,0.0
1648364400,0.8,57.0,1027.0,0.0
1648368000,1.2,59.0,1027.5,0.0
1648371600,1.8,49.0,1027.7,0.0
1648375200,1.9,48.0,1027.8,0.0
1648378800,1.8,41.0,1027.7,0.0
1648382400,1.8,42.0,1027.0,0.0
1648386000,2.0,42.0,1025.8,0.0
1648389600,2.0,45.0,1024.9,0.0
1648393200,2.3,48.0,1023.6,0.0
1648396800,2.5,49.0,1022.3,0.0
1648400400,2.6,51.0,1021.1,0.0
1648404000,2.6,55.0,1019.7,0.0
1648407600,3.2,49.0,1018.0,0.0
1648411200,3.7,41.0,1016.5,0.0
1648414800,3.7,43.0,1014.7,0.0
1648418400,3.6,48.0,1012.9,0.0
1648422000,3.3,53.0,1011.4,0.0
1648425600,3.5,62.0,1009.9,0.0
1648429200,3.3,71.0,1008.1,0.0
1648432800,3.5,74.0,1006.7,0.0
1648436400,5.3,72.0,1005.6,0.0
1648440000,5.2,75.0,1004.6,0.0
1648443600,5.3,76.0,1003.8,0.0
1648447200,6.7,69.0,1003.1,0.0
1648450800,8.7,62.0,1002.2,0.0
1648454400,9.5,58.0,1001.5,0.0
1648458000,11.1,53.0,1000.8,0.0
1648461600,11.6,49.0,1000.1,0.0
1648465200,10.7,52.0,1000.1,0.0
1648468800,10.4,52.0,999.4,0.0
1648472400,9.6,54.0,999.5,0.0
1648476000,7.8,62.0,999.8,0.0
1648479600,8.6,57.0,999.4,0.0
1648483200,8.6,56.0,999.5,0.0
1648486800,7.5,57.0,999.4,0.0
1648490400,6.8,61.0,999.5,0.0
1648494000,6.3,66.0,999.5,0.0
1648497600,5.7,63.0,999.8,0.0
1648501200,4.9,66.0,1000.0,0.0
1648504800,4.3,67.0,1000.1,0.0
1648508400,3.6,65.0,1000.0,0.0
1648512000,2.9,68.0,1000.3,0.0
1648515600,2.2,78.0,1000.4,0.0
1648519200,1.4,81.0,1000.6,0.0
1648522800,1.5,76.0,1000.8,0.0
1648526400,1.4,71.0,1000.8,0.0
1648530000,1.2,75.0,1001.0,0.3
1648533600,-0.3,93.0,1001.9,0.5
1648537200,-0.4,91.0,1002.3,0.7
1648540800,0.3,78.0,1003.1,0.0
1648544400,0.4,74.0,1003.7,0.0
1648548000,0.6,76.0,1004.2,0.0
1648551600,1.2,73.0,1004.6,0.0
1648555200,1.3,64.0,1004.5,0.0
1648558800,2.0,62.0,1004.8,0.0
1648562400,1.0,62.0,1004.9,0.0
1648566000,0.8,57.0,1004.8,0.0
1648569600,-0.4,67.0,1005.1,0.0
1648573200,-0.8,64.0,1005.4,0.0
1648576800,-1.4,66.0,1005.7,0.0
1648580400,-1.5,63.0,1005.8,0.0
1648584000,-1.5,62.0,1005.5,0.0
1648587600,-1.9,78.0,1005.9,0.6
1648591200,-2.9,94.0,1006.1,0.4
1648594800,-2.9,88.0,1006.3,0.0
1648598400,-2.7,69.0,1006.4,0.0
1648602000,-3.1,62.0,1006.5,0.0
1648605600,-3.1,59.0,1006.3,0.0
1648609200,-3.6,65.0,1006.6,0.0
1648612800,-4.5,79.0,1006.9,0.0
1648616400,-3.6,74.0,1007.2,0.0
1648620000,-2.6,74.0,1007.4,0.0
1648623600,-2.5,74.0,1007.6,0.0
1648627200,0.4,55.0,1007.8,0.0
1648630800,-1.5,65.0,1008.1,0.0
1648634400,0.7,52.0,1008.0,0.0
1648638000,1.4,49.0,1007.9,0.0
1648641600,1.2,31.0,1007.8,0.0
1648645200,1.4,39.0,1007.8,0.0
1648648800,1.5,40.0,1007.8,0.0
1648652400,1.1,43.0,1007.9,0.0
1648656000,-0.2,50.0,1008.0,0.0
1648659600,-0.7,55.0,1008.4,0.0
1648663200,-1.1,55.0,1008.5,0.0
1648666800,-1.9,61.0,1008.8,0.0
1648670400,-1.7,60.0,1009.0,0.0
1648674000,-2.3,62.0,1009.2,0.0
1648677600,-2.6,66.0,1009.2,0.0
1648681200,-3.3,67.0,1009.3,0.0
1648684800,-3.1,69.0,1009.3,0.0
1648688400,-4.0,69.0,1009.4,0.0
1648692000,-4.4,71.0,1009.5,0.0
1648695600,-4.2,71.0,1009.7,0.0
1648699200,-4.1,71.0,1009.7,0.0
1648702800,-4.0,69.0,1010.2,0.0
1648706400,-1.1,59.0,1010.5,0.0
1648710000,0.5,60.0,1010.8,0.0
1648713600,1.7,57.0,1011.0,0.0
1648717200,2.7,48.0,1011.2,0.0
1648720800,1.7,44.0,1011.3,0.0
1648724400,2.1,44.0,1011.3,0.0
1648728000,3.4,42.0,1011.4,0.0
1648731600,2.9,40.0,1011.4,0.0
1648735200,2.8,41.0,1011.7,0.0
1648738800,2.4,43.0,1011.6,0.0
1648742400,1.3,54.0,1011.9,0.0
1648746000,0.5,62.0,1012.3,0.0
1648749600,-0.4,67.0,1012.7,0.0
1648753200,-0.6,72.0,1013.1,0.0
1648756800,-1.2,75.0,1013.5,0.0
1648760400,-1.5,78.0,1013.7,0.0
1648764000,-1.9,81.0,1013.8,0.0
1648767600,-2.1,80.0,1014.0,0.0
1648771200,-2.5,81.0,1014.0,0.0
1648774800,-3.1,85.0,1013.9,0.0
1648778400,-3.0,84.0,1013.9,0.0
1648782000,-3.0,83.0,1013.9,0.0
1648785600,-3.0,81.0,1014.0,0.0
1648789200,-2.2,74.0,1014.3,0.0
1648792800,-0.6,63.0,1014.5,0.0
1648796400,0.9,53.0,1014.7,0.0
1648800000,2.4,47.0,1014.5,0.0
1648803600,3.0,36.0,1014.5,0.0
1648807200,4.2,34.0,1014.2,0.0
1648810800,3.8,30.0,1013.7,0.0
1648814400,4.9,33.0,1013.3,0.0
1648818000,4.8,32.0,1012.6,0.0
1648821600,4.7,31.0,1012.3,0.0
1648825200,4.6,33.0,1011.9,0.0
1648828800,3.9,34.0,1012.0,0.0
1648832400,3.2,36.0,1012.4,0.0
1648836000,2.4,39.0,1012.6,0.0
1648839600,1.6,42.0,1012.9,0.0
1648843200,0.9,45.0,1013.1,0.0
1648846800,0.3,48.0,1013.0,0.0
1648850400,-0.1,49.0,1013.0,0.0
1648854000,-0.3,50.0,1012.5,0.0
1648857600,-0.8,54.0,1012.2,0.0
1648861200,-1.1,58.0,1012.0,0.0
1648864800,-1.3,60.0,1012.0,0.0
1648868400,-1.6,61.0,1011.9,0.0
1648872000,-1.7,60.0,1011.8,0.0
1648875600,-1.3,57.0,1011.8,0.0
1648879200,0.0,50.0,1012.0,0.0
1648882800,1.6,44.0,1011.9,0.0
1648886400,2.9,39.0,1011.8,0.0
1648890000,4.3,36.0,1011.8,0.0
1648893600,3.9,45.0,1011.2,0.0
1648897200,3.9,39.0,1010.7,0.0
1648900800,3.8,45.0,1010.5,0.0
1648904400,3.3,47.0,1010.3,0.0
1648908000,3.2,46.0,1010.2,0.0
1648911600,2.8,50.0,1010.0,0.0
1648915200,1.8,58.0,1009.8,0.0
1648918800,1.2,62.0,1010.1,0.0
1648922400,1.0,65.0,1010.5,0.0
1648926000,1.0,64.0,1010.7,0.0
1648929600,0.6,52.0,1010.7,0.0
1648933200,-0.4,56.0,1010.8,0.0
1648936800,-0.6,58.0,1011.0,0.0
1648940400,-1.3,60.0,1011.0,0.0
1648944000,-1.5,62.0,1011.0,0.0
1648947600,-1.9,62.0,1010.7,0.0
1648951200,-2.4,65.0,1010.4,0.0
